assembly_accession,rname,length,totallength,ani_group,reference
GCF_020172685.2,NZ_JAYJJU010000163.1,607,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000164.1,594,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000165.1,591,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000166.1,586,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000167.1,584,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000168.1,582,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000169.1,580,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000170.1,579,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000171.1,574,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000172.1,570,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000173.1,569,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000174.1,567,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000175.1,565,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000176.1,563,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000177.1,561,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000178.1,558,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000179.1,556,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000180.1,555,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000181.1,555,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000182.1,554,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000183.1,542,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000184.1,537,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000185.1,537,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000186.1,537,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000187.1,534,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000188.1,529,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000189.1,529,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000190.1,527,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000191.1,527,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000192.1,524,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000193.1,523,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000194.1,523,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000195.1,522,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000196.1,514,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000197.1,513,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000198.1,513,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000199.1,512,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000200.1,510,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000201.1,508,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000202.1,505,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000203.1,500,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000204.1,500,5659336,121,M.nativiensis
GCF_020172685.2,NZ_JAYJJU010000205.1,500,5659336,121,M.nativiensis
GCF_002102255.1,NZ_LQPH01000001.1,4096,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000002.1,18661,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000003.1,15945,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000004.1,20470,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000005.1,18575,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000006.1,5175,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000007.1,74297,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000008.1,65845,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000009.1,15485,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000010.1,62842,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000011.1,84652,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000012.1,1165,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000013.1,19612,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000014.1,17519,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000015.1,52345,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000016.1,59023,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000017.1,12478,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000018.1,21246,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000019.1,57240,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000020.1,30658,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000021.1,22650,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000022.1,15693,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000023.1,2920,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000024.1,23972,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000025.1,46490,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000026.1,48365,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000027.1,9625,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000028.1,8991,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000029.1,8576,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000030.1,15921,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000031.1,3825,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000032.1,15322,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000033.1,1896,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000034.1,7783,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000035.1,9927,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000036.1,7564,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000037.1,86703,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000038.1,7129,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000039.1,1418,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000040.1,7111,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000041.1,61432,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000042.1,6203,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000043.1,5995,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000044.1,25072,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000045.1,5470,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000046.1,24008,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000047.1,72451,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000048.1,5170,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000049.1,3958,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000050.1,1583,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000051.1,60775,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000052.1,4443,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000053.1,3906,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000054.1,1701,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000055.1,3196,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000056.1,3136,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000057.1,68498,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000058.1,3016,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000059.1,2953,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000060.1,2583,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000061.1,2417,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000062.1,2382,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000063.1,2165,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000064.1,1643,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000065.1,1814,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000066.1,266757,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000067.1,1643,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000068.1,9835,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000069.1,1549,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000070.1,1484,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000071.1,56260,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000072.1,4445,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000073.1,1381,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000074.1,1297,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000075.1,1322,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000076.1,114812,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000077.1,1317,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000078.1,2561,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000079.1,1026,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000080.1,1289,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000081.1,147335,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000082.1,4236,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000083.1,1250,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000084.1,1220,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000085.1,1198,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000086.1,129217,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000087.1,1170,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000088.1,1181,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000089.1,1171,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000090.1,13127,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000091.1,1120,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000092.1,2968,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000093.1,1094,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000094.1,1083,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000095.1,1045,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000096.1,1046,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000097.1,12303,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000098.1,13246,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000099.1,72158,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000100.1,5056,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000101.1,49493,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000102.1,12378,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000103.1,61446,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000104.1,32346,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000105.1,2741,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000106.1,16870,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000107.1,177380,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000108.1,34032,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000109.1,35917,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000110.1,36084,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000111.1,36921,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000112.1,43321,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000113.1,4434,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000114.1,56392,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000115.1,27159,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000116.1,54396,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000117.1,4273,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000118.1,1691,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000119.1,17309,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000120.1,45373,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000121.1,26564,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000122.1,103975,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000123.1,24362,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000124.1,14471,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000125.1,112779,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000126.1,58380,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000127.1,58221,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000128.1,83835,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000129.1,130688,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000130.1,5332,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000131.1,5185,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000132.1,71055,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000133.1,20863,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000134.1,31902,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000135.1,13648,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000136.1,29984,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000137.1,18968,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000138.1,146550,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000139.1,14662,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000140.1,9187,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000141.1,10410,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000142.1,57196,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000143.1,1936,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000144.1,124285,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000145.1,45865,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000146.1,1720,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000147.1,10348,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000148.1,148101,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000149.1,27090,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000150.1,119956,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000151.1,132012,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000152.1,31655,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000153.1,157275,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000154.1,21138,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000155.1,4844,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000156.1,81981,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000157.1,18982,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000158.1,165979,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000159.1,1279,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000160.1,33940,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000161.1,96218,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000162.1,1070,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000163.1,4884,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000164.1,176615,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000165.1,1384,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000166.1,26497,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000167.1,3279,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000168.1,6880,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000169.1,47075,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000170.1,1444,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000171.1,184773,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000172.1,48020,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000173.1,276045,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000174.1,88378,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000175.1,4021,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000176.1,1290,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000177.1,65858,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000178.1,14774,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000179.1,19283,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000180.1,66000,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000181.1,36476,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000182.1,2081,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000183.1,109477,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000184.1,4008,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000185.1,93350,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000186.1,1458,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000187.1,1359,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000188.1,95448,6727177,132,M.nebraskense
GCF_002102255.1,NZ_LQPH01000189.1,58791,6727177,132,M.nebraskense
GCF_002591975.1,NZ_NVQE01000001.1,399264,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000002.1,270149,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000003.1,269478,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000004.1,252841,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000005.1,198112,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000006.1,184211,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000007.1,176239,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000008.1,167849,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000009.1,167824,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000010.1,154968,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000011.1,148484,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000012.1,147589,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000013.1,145095,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000014.1,128299,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000015.1,126730,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000016.1,120618,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000017.1,116368,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000018.1,114670,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000019.1,105378,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000020.1,96896,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000021.1,96403,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000022.1,95966,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000023.1,93969,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000024.1,87071,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000025.1,84610,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000026.1,83875,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000027.1,77489,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000028.1,76444,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000029.1,74847,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000030.1,70918,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000031.1,69851,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000032.1,69302,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000033.1,68993,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000034.1,63363,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000035.1,62796,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000036.1,61702,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000037.1,55078,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000038.1,55001,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000039.1,52190,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000040.1,51035,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000041.1,49756,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000042.1,49193,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000043.1,49189,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000044.1,47126,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000045.1,46404,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000046.1,45281,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000047.1,45196,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000048.1,45189,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000049.1,42259,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000050.1,41448,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000051.1,41254,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000052.1,37949,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000053.1,36886,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000054.1,34250,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000055.1,34031,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000056.1,30460,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000057.1,29422,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000058.1,28930,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000059.1,26607,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000060.1,24508,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000061.1,24416,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000062.1,22267,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000063.1,21733,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000064.1,21399,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000065.1,20001,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000066.1,19015,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000067.1,18789,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000068.1,18728,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000069.1,17505,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000070.1,17209,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000071.1,16917,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000072.1,15896,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000073.1,15824,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000074.1,15234,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000075.1,14296,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000076.1,12781,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000077.1,12691,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000078.1,12544,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000079.1,12305,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000080.1,11662,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000081.1,11441,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000082.1,10971,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000083.1,10950,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000084.1,10834,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000085.1,9267,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000086.1,8960,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000087.1,8496,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000088.1,6828,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000089.1,6182,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000090.1,5440,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000091.1,5156,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000092.1,3968,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000093.1,2758,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000094.1,2636,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000095.1,2385,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000096.1,2098,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000097.1,1904,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000098.1,1869,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000099.1,1679,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000100.1,1663,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000101.1,1515,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000102.1,1501,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000103.1,1476,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000104.1,1475,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000105.1,1467,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000106.1,1456,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000107.1,1419,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000108.1,1413,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000109.1,1368,6209311,35,M.neglectum
GCF_002591975.1,NZ_NVQE01000110.1,1341,6209311,35,M.neglectum
